Rasa;srednia;wariancja
Asian;0.8038457279450081;0.2521255238780504
BLACK;4.507863428773009;1.9444067856068035
Hispanic;2.0460155166078593;0.27543184154214634
Nonwhite;0.011052937309508609;3.975115270786276e-5
WHITE;0.605989910101072;0.042319681187962054
